id_paax,actor_type,sub_type,cs_type,international,regional,domestic,un_type,iso3c,country_name,actor_id,actor_name,abbreviation,alt_names
ARM_488,Armed Organization,,,,,,,IND,India,488.0,All Tripura Tiger Force,ATTF,
ARM_489,Armed Organization,,,,,,,LBR,Liberia,489.0,Independent National Patriotic Front of Liberia,INPFL,
ARM_490,Armed Organization,,,,,,,UGA,Uganda,490.0,Uganda National Rescue Front II,UNRF II,
IGO_491,Intergovernmental Organization,,,,1.0,,,,,491.0,Economic and Monetary Community of Central Africa,CEMAC,Economic And Monetary Community Of Central Africa || CommunautÃ© Ã‰conomique Et MonÃ©taire De L'Afrique Centrale || CEMAC |  CommunautÃƒÂ© Ãƒâ€°conomique Et MonÃƒÂ©taire De L'Afrique Centrale  |  CEMAC | CommunautÃƒÂ© ÃƒÂ©conomique et monÃƒÂ©taire d'Afrique centrale (CEMAC) | Central African Economic & Monetary Union | CommunautÃƒÂ© ÃƒÂ©conomique et monÃƒÂ©taire d'Afrique centrale (CEMAC)
ARM_492,Armed Organization,,,,,,,CAF,Central African Republic,492.0,Popular Army for the Restoration of the Republic and Democracy,APRD,
IGO_493,Intergovernmental Organization,,,1.0,,,,,,493.0,International Conference on the Great Lakes Region,ICGLR,ICGLR Verification Mechanism | ConfÃ©rence Internationale sur la RÃ©gion des Grands Lacs | CIRGL
ARM_494,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",494.0,National Congress for the Defence of the People,CNDP,CongrÃ¨s national pour la dÃ©fense du peuple
ARM_495,Armed Organization,,,,,,,CAF,Central African Republic,495.0,Democratic Front for the People of Central Africa,FDPC,Front dÃ©mocratique du peuple Centrafricain
ARM_496,Armed Organization,,,,,,,CAF,Central African Republic,496.0,Union of Democratic Forces for Unity,UFDR,Union des Forces dÃ©mocratiques pour le rassemblement
ENT_497,Entity,,,,,,, ,Kurdistan,497.0,Kurdistan,,
ARM_498,Armed Organization,,,,,,,SOM,Somalia,498.0,Alliance for the Re-liberation of Somalia/Union of Islamic Courts,ARS/UIC,Alliance for the Re-liberation of Somalia/Union of Islamic Courts | Union of Islamic Courts | Alliance for the Re-liberation of Somalia | Islamic Courts Union
POL_499,Political Party,,,,,,,KEN,Kenya,499.0,Orange Democratic Movement,,
POL_500,Political Party,,,,,,,KEN,Kenya,500.0,Party of National Unity,,
POL_501,Political Party,,,,,,,GTM,Guatemala,501.0,National Advancement Front Party,FAN,
NGO_502,Civil Society,Religious,,,,1.0,,GTM,Guatemala,502.0,Episcopal Conference of Guatemala,,
OTH_503,Other,,,,,1.0,,GTM,Guatemala,503.0,National Reconciliation Commission (CNR),,
POL_504,Political Party,,,,,,,GTM,Guatemala,504.0,Solidarity Action Movement,MAS,
POL_505,Political Party,,,,,,,GTM,Guatemala,505.0,National Liberation Movement,MLN,
POL_506,Political Party,,,,,,,GTM,Guatemala,506.0,National Renewal Party,PNR,
POL_507,Political Party,,,,,,,GTM,Guatemala,507.0,Socialist Party,PSD,
NGO_508,Civil Society,Non-governmental Organization,Other,,,1.0,,AFG,Afghanistan,508.0,Afghan Refugees,,
NGO_509,Civil Society,Religious,,,,1.0,,,,509.0,Religious Scholars,,
OTH_510,Other,,,,,1.0,,AFG,Afghanistan,510.0,National Consultative Peace Jirga (NCPJ),,
NGO_511,Civil Society,Non-governmental Organization,Other,,,1.0,,AFG,Afghanistan,511.0,Civil Society,,
ARM_512,Armed Organization,,,,,,,IRQ,Iraq,512.0,Islamic State of Iraq and Levant,ISIS,ISIL | IS
OTH_514,Other,,,,,1.0,,LBY,Libya,514.0,Interim Transitional National Council,,
POL_515,Political Party,,,,,,,LBN,Lebanon,515.0,The Future Movement,,
ARM_516,Armed Organization,,,,,,,LBN,Lebanon,516.0,Hezbollah,,Party of God
POL_517,Political Party,,,,,,,LBN,Lebanon,517.0,Progressive Socialist Party,,
POL_518,Political Party,,,,,,,SYR,Syria,518.0,Syrian Social Nationalist Party,,
POL_519,Political Party,,,,,,,LBN,Lebanon,519.0,Lebanese Democrat Party,,
POL_520,Political Party,,,,,,,LBN,Lebanon,520.0,Amal Movement,,
CON_521,Country/State,,,,,,,LSO,Lesotho,521.0,Lesotho,LES,Lesotho | LESOTHO
POL_522,Political Party,,,,,,,LSO,Lesotho,522.0,Marematlou Freedom Party,,
POL_523,Political Party,,,,,,,LSO,Lesotho,523.0,Lesotho Workers Party,,
POL_524,Political Party,,,,,,,LSO,Lesotho,524.0,All Basotho Convention,,
POL_525,Political Party,,,,,,,LSO,Lesotho,525.0,Lesotho People's Congress,,
POL_526,Political Party,,,,,,,LSO,Lesotho,526.0,Batotho National Party,,
POL_527,Political Party,,,,,,,LSO,Lesotho,527.0,Popular Front for Democracy,,
POL_528,Political Party,,,,,,,LSO,Lesotho,528.0,Basotho Democratic National Party,,
OTH_529,Other,,,,,1.0,,LSO,Lesotho,529.0,National Independent,,
POL_530,Political Party,,,,,,,LSO,Lesotho,530.0,Basotho Batho Democratic Party,,
POL_531,Political Party,,,,,,,NPL,Nepal,531.0,Unified Communist Party of Nepal,,
ARM_533,Armed Organization,,,,,,,SOM,Somalia,533.0,Ahlu Sunna Waljama'a,ASWJ,Ahlu Suna Waljamaaca | Ahlu Sunnah Wal Jamaa
ENT_534,Entity,,,,,,,SOM,Somalia,534.0,Puntland,,
IGO_535,Intergovernmental Organization,,,,1.0,,,,,535.0,East African Community,EAC,East African Community | East African Community 
IGO_536,Intergovernmental Organization,,,1.0,1.0,,UN Mission,,,536.0,UNPOS,UNPOS,UN Political Office for Somalia 
ARM_537,Armed Organization,,,,,,,SDN,Sudan,537.0,Liberation and Justice Movement,LJM,
POL_538,Political Party,,,,,,,SDN,Sudan,538.0,National Congress Party,,
OTH_539,Other,,,,,1.0,,YEM,Yemen,539.0,National Council,,
IGO_540,Intergovernmental Organization,,,,1.0,,,,,540.0,Gulf Cooperation Council,GCC,GCC | Cooperation Council For The Arab States Of The Gulf | CCASG | Gulf Cooperation Council | Gulf Cooperation Council | GCC | Ministerial Council Gulf Cooperation Council | GCC  |  Cooperation Council For The Arab States Of The Gulf  |  CCASG  |  Gulf Cooperation Council | GCC | Gulf Cooperation Council | Gulf Cooperation Council (GCC)
ARM_541,Armed Organization,,,,,,,CAF,Central African Republic,541.0,Convention of Patriots for Justice and Peace ,CPJP,Convention des patriotes pour la justice et la paix
IGO_542,Intergovernmental Organization,,,,1.0,,,,,542.0,Community of Sahel-Saharan States,,
ARM_543,Armed Organization,,,,,,,TCD,Chad,543.0,National Chadian Concord,CNT,Concorde Nationale Tchadienne
ARM_544,Armed Organization,,,,,,,TCD,Chad,544.0,Union of Forces for Democracy and Basic Development,UFDDF,Union des Forces pour le la DÃ©mocratie et le DÃ©veloppement Fondamentale | Union Forces Development Fundamental Democracy | UFDD - F 
ARM_545,Armed Organization,,,,,,,TCD,Chad,545.0,Union of Forces for Development and Democracy,UFDD,Union des Forces pour le DÃ©veloppement et la DÃ©mocratie | Forces Development Democracy  UFDD
ARM_546,Armed Organization,,,,,,,TCD,Chad,546.0,Rally of Forces for Change,RFC,Rassemblement des Forces pour le Changement
POL_547,Political Party,,,,,,,TCD,Chad,547.0,National Movement,,
POL_548,Political Party,,,,,,, ,Northern Ireland,548.0,Democratic Unionist Party,DUP,
ENT_549,Entity,,,,,,,NPL,Nepal,549.0,Malagasy,,
ENT_550,Entity,,,,,,,MMR,Myanmar (Burma),550.0,Wa Special Region,,
CON_551,Country/State,,,,,,,MMR,Myanmar (Burma),551.0,Myanmar,MYA,Myanmar (Burma) | MYANMAR | Myanmar | Burma | Myanmar (Burma) | Myanmar Union | Republic Union Burma
ARM_552,Armed Organization,,,,,,,MMR,Myanmar (Burma),552.0,Mongla Armed Group,,
ARM_553,Armed Organization,,,,,,,MMR,Myanmar (Burma),553.0,Chin National Front,CNF, CNF | Chin National Front |  Chin National
ARM_554,Armed Organization,,,,,,,MMR,Myanmar (Burma),554.0,Shan State Progressive Party/Shan State Army,SSPP/SSA, SSA |  SSA - S |  SSPP / Shan State Army Sao Khun Hsai |  Shan State Army ( Restoration Council Shan State |  Shan State Progressive Party |  Shan State Progressive Party / Shan State Army | Shan State Army ( Restoration Council Shan State | Shan State Progressive Party | Shan State Progressive Party / Shan State Army
ARM_555,Armed Organization,,,,,,,MMR,Myanmar (Burma),555.0,New Mon State Party,NMSP, New Mon State Party
OTH_556,Other,,,,,1.0,,MMR,Myanmar (Burma),556.0,Mon State Level Peace-Making Group,,
OTH_557,Other,,,,,1.0,,MMR,Myanmar (Burma),557.0,Karen State-Level Peace-Making Team,,
ARM_558,Armed Organization,,,,,,,MMR,Myanmar (Burma),558.0,Karen National Union/Karen National Liberation Army,KNU/KNLA,Karen National Union | Karen National Union / Karen National Liberation Army | KNLA | KNU | KNU / KNLA | KNU / KNLA ) | KNU / KNLA Peace Council
POL_559,Political Party,,,,,,,MMR,Myanmar (Burma),559.0,Rakhine State Liberation Party,RSLP,
OTH_560,Other,,,,,1.0,,MMR,Myanmar (Burma),560.0,Rakhine State Government Peace-Making Group,,
ENT_561,Entity,,,,,,,SOM,Somalia,561.0,Galmudug,,
CON_562,Country/State,,,,,,,TUR,Turkey,562.0,Turkey,TUR,Turkey (Ottoman Empire) | TURKEY | Republic Turkey | Republic of Turkey | Turke | Turkey | Republic Türkiye | Türkiye
CON_563,Country/State,,,,,,,KWT,Kuwait,563.0,Kuwait,KUW,Kuwait | KUWAIT
ARM_564,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",564.0,M23,M23,March 23 Movement | M-23
ENT_565,Entity,,,,,,,THA,Thailand,565.0,Southern Border Provinces,,
OTH_566,Other,,,,,1.0,,SOM,Somalia,566.0,Jubba Interim Administration,,
ARM_567,Armed Organization,,,,,,,YEM,Yemen,567.0,Southern Movement,, al-Hiraak
ARM_568,Armed Organization,,,,,,,YEM,Yemen,568.0,Ansar Allah,,Houthi |  ANSAR |  Ansar Allah |  Ansarallah | Houthis | the Houthis | Houthi's | Huthi
ARM_569,Armed Organization,,,,,,,TCD,Chad,569.0,Popular Front for Recovery,FPR,Front Populaire pour le Redressement
IGO_570,Intergovernmental Organization,,,1.0,,,UN Mission,,,570.0,MINUSMA,MINUSMA,United Nations Multidimensional Integrated Stabilization Mission in Mali
ARM_571,Armed Organization,,,,,,,MLI,Mali,571.0,Coordination of Movements and Fronts of Patriotic Resistance,CM-FPR,Coordination des Mouvements et Front Patriotique de RÃ©sistance 
ARM_572,Armed Organization,,,,,,,CAF,Central African Republic,572.0,anti-Balaka,,"AK Anti-Bullet Resistance Faction of the NdÃ©nga Commune (Bangui axis), Sub-Prefecture
of Kaga-Bandoro"
ARM_573,Armed Organization,,,,,,,CAF,Central African Republic,573.0,Movement of Central African Liberators for Justice ,MLCJ,
ARM_574,Armed Organization,,,,,,,CAF,Central African Republic,574.0,Revolution and Justice,RJ,
ARM_575,Armed Organization,,,,,,,CAF,Central African Republic,575.0,Union of Republican Forces,UFR,Union Forces Republic  UFR
UMB_576,Umbrella,,,,,,,CAF,Central African Republic,576.0,Union of Fundamental Republic Forces,,
ARM_577,Armed Organization,,,,,,,CAF,Central African Republic,577.0,Popular Front for the Renaissance of Central Africa,FPRC,Front populaire pour la renaissance de centrafrique | ex-Seleka
POL_578,Political Party,,,,,,,ZWE,Zimbabwe,578.0,Zimbabwe African National Union – Patriotic Front,,
POL_579,Political Party,,,,,,,ZWE,Zimbabwe,579.0,Movement for Democratic Change,,
ARM_580,Armed Organization,,,,,,,COL,Colombia,580.0,Guevarista Revolutionary Army,ERG,
POL_581,Political Party,,,,,,,SSD,South Sudan,581.0,All Political Parties Conference,APPC,
ARM_582,Armed Organization,,,,,,,TGO,Togo,582.0,Rally of the Togolese People,RPT,Gathering of the Togolese People
ARM_583,Armed Organization,,,,,,,TGO,Togo,583.0,Union of Forces for Change,UFC,
POL_584,Political Party,,,,,,,TGO,Togo,584.0,Action Committee for Renewal,CAR,Comité d'Action pour le Renouveau
CON_585,Country/State,,,,,,,CRI,Costa Rica,585.0,Costa Rica,COS,Costa Rica | COSTA RICA | COSTA RICA | Costa Rica | Republic Costa Rica
IGO_586,Intergovernmental Organization,,,,1.0,,,,,586.0,Shanghai Cooperation Organization,SCO,Shanghai Cooperation Organization || SCO || Shanghai Cooperation Organisation |  SCO  |  Shanghai Cooperation Organisation
CON_587,Country/State,,,,,,,ALB,Albania,587.0,Albania,ALB,Albania | ALBANIA | Republic Albania | Republic Albania
CON_588,Country/State,,,,,,,AUT,Austria,588.0,Austria,AUS,Austria | AUSTRIA | Republic Austria | Austria | AUSTRIA | Republic of Austria
CON_589,Country/State,,,,,,,BGR,Bulgaria,589.0,Bulgaria,BUL,Bulgaria | BULGARIA | Bulgaria | Republic Bulgaria
CON_590,Country/State,,,,,,,TUN,Tunisia,590.0,Tunisia,TUN,Tunisia | TUNISIA | Republic Tunisia
CON_591,Country/State,,,,,,,ARE,United Arab Emirates,591.0,United Arab Emirates,UAE,United Arab Emirates | UNITED ARAB EMIRATES | United Arab Emirates | UAE
CON_592,Country/State,,,,,,,SVK,Slovakia,592.0,Slovakia,SLO,Slovakia | SLOVAKIA | Slovak Republic | Slovakia
CON_593,Country/State,,,,,,,SWE,Sweden,593.0,Sweden,SWD,Sweden | SWEDEN | Kingdom Sweden | SWEDEN | Sweden
CON_594,Country/State,,,,,,,URY,Uruguay,594.0,Uruguay,URU,Uruguay | URUGUAY | Oriental Republic Uruguay
NGO_595,Civil Society,Non-governmental Organization,Other,1.0,,,,,,595.0,Aga Khan Development Network,,
IGO_596,Intergovernmental Organization,,,,1.0,,,,,596.0,Islamic Development Bank,ISDB,Islamic Development Bank | ISDB | Islamic Development Bank | Islamic Development Bank (IsDB)
IGO_597,Intergovernmental Organization,,,,1.0,,,,,597.0,Economic Cooperation Organization,ECO,Economic Cooperation Organization || Economic Cooperation Organisation |  Economic Cooperation Organisation | Economic Cooperation Organization | Economic Cooperation Organization (ECO)
IGO_598,Intergovernmental Organization,,,,1.0,,,,,598.0,Collective Security Treaty Organization,CSTO,Collective Security Treaty Organization || Collective Security Treaty Organisation |  Collective Security Treaty Organisation
IGO_599,Intergovernmental Organization,,,,1.0,,,,,599.0,Conference on Interaction and Confidence-Building Measures in Asia (CICA),CICA, | Conference on Interaction and Confidence-Building Measures in Asia | Conference on Interaction and Confidence-Building Measures in Asia (CICA)
IGO_600,Intergovernmental Organization,,,,1.0,,,,,600.0,Asian Development Bank,ADB,ADB || Asian Development Bank | 
CON_601,Country/State,,,,,,,ISL,Iceland,601.0,Iceland,ICE,Iceland | ICELAND | Iceland | Republic Iceland
CON_602,Country/State,,,,,,,HUN,Hungary,602.0,Hungary,HUN,Hungary | HUNGARY | Hungary | Republic Hungary
CON_603,Country/State,,,,,,,POL,Poland,603.0,Poland,POL,Poland | POLAND | POL | Poland | Republic Poland | Republic of Poland 
CON_604,Country/State,,,,,,,DNK,Denmark,604.0,Denmark,DEN,Denmark | DENMARK | Denmark | DENMARK | Kingdom Denmark
CON_605,Country/State,,,,,,,EST,Estonia,605.0,Estonia,EST,Estonia | ESTONIA | Estonia | Republic Estonia
CON_606,Country/State,,,,,,,OMN,Oman,606.0,Oman,OMA,Oman | OMAN
CON_607,Country/State,,,,,,,MNE,Montenegro,607.0,Montenegro,MNG,Montenegro | MONTENEGRO | Montenegro
CON_608,Country/State,,,,,,,MNG,Mongolia,608.0,Mongolia,MON,Mongolia | MONGOLIA | Mongolia | People Republic Mongolia
CON_609,Country/State,,,,,,,CYP,Cyprus,609.0,Cyprus,CYP,Cyprus | CYPRUS | Cyprus
CON_610,Country/State,,,,,,,MKD,North Macedonia,610.0,North Macedonia,MAC,"Macedonia (Former Yugoslav Republic of) | MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF | Macedonia | Republic Macedonia | Macedonia | FYROM "
CON_611,Country/State,,,,,,,LUX,Luxembourg,611.0,Luxembourg,LUX,Luxembourg | LUXEMBOURG | Luxembourg
CON_612,Country/State,,,,,,,LTU,Lithuania,612.0,Lithuania,LIT,Lithuania | LITHUANIA | Lithuania | Republic Lithuania
CON_613,Country/State,,,,,,,LIE,Liechtenstein,613.0,Liechtenstein,,Liechtenstein | LIECHTENSTEIN
CON_614,Country/State,,,,,,,MLT,Malta,614.0,Malta,MLT,Malta | MALTA | Malta | Maltese Cross | Republic Malta
CON_615,Country/State,,,,,,,LVA,Latvia,615.0,Latvia,LAT,Latvia | LATVIA | Republic Latvia | Latvia
IGO_616,Intergovernmental Organization,,,1.0,,,UN Mission,,,616.0,UNISFA,UNISFA,United Nations Organization Interim Security Force for Abyei
OTH_617,Other,,,,,1.0,,PHL,Philippines,617.0,Cordillera Bodong Administration,,
ARM_618,Armed Organization,,,,,,,PHL,Philippines,618.0,Cordillera People's Liberation Army,CPLA,
ARM_619,Armed Organization,,,,,,,SSD,South Sudan,619.0,South Sudan Democratic Movement/Army,SSDM/A,
ARM_620,Armed Organization,,,,,,,SDN,Sudan,620.0,Sudan People Liberation Movement/Army - In Opposition,SPLM / SPLA - IO,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition (Splinter Faction) | SPLM-N-Agar: Sudan People's Liberation Movement (North) (Malik Agar faction) | SPLM-In Opposition-Fertit Lions: Sudan People's Liberation Movement-In Opposition (Fertit Lions Faction) | SPLM-In Opposition-Deng Gai: Sudan People's Liberation Movement-In Opposition (Taban Deng Gai Faction) | SPLM-In Opposition-Welebe: Sudan People's Liberation Movement-In Opposition (Wesley Welebe Faction) | SPLM - Opposition | Sudan People ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Liberation Movement/ Army Opposition | SPLM / - IO Angelina Jany Teny South Sudan Opposition Alliance | SPLM - IO | SPLM / - IO
CON_621,Country/State,,,,,,,HND,Honduras,621.0,Honduras,HON,Honduras | HONDURAS | Honduras | Republic Honduras
ARM_622,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",622.0,Nationalist and Integrationist Front,FNI,Front des Nationalistes et IntÃ©grationnistes
ARM_623,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",623.0,Front for Patriotic Resistance in Ituri,FRPI,Force de rÃ©sistance patriotique dâ€™Ituri
IGO_624,Intergovernmental Organization,,,1.0,,,UN Mission,,,624.0,MONUC,MONUC,United Nations Organization Mission in the Democratic Republic of the Congo
ARM_625,Armed Organization,,,,,,,COD,"Congo, Democratic Republic of the",625.0,Revolutionary Movement of the Congo,MRC,Mouvement rÃ©volutionnaire du Congo
ARM_626,Armed Organization,,,,,,,SDN | SSD,,626.0,Former Detainees,SPLM-FD,
ARM_627,Armed Organization,,,,,,,SDN,Sudan,627.0,Sudan People's Liberation Movement (in Government),SPLM - IG,
OTH_628,Political Party,,,,,,,,,628.0,Chama Cha Mapinduzi,,
COA_629,State Coalition,,,1.0,,,,,,629.0,Group of 12,G12,
ARM_630,Armed Organization,,,,,,,COL,Colombia,630.0,Francisco Garnica Guerrilla Coordination Front,FFGCG,"Frente
Francisco Garnica de la Coordinadora Guerrilla"
ARM_631,Armed Organization,,,,,,,NIC,Nicaragua,631.0,Frente Norte 380,,
MIL_632,Military,,,,,,,AGO,Angola,632.0,Armed Forces of Angola,,
ENT_633,Civil Society,Communities and tribes,,,,1.0,,PNG,Papua New Guinea,633.0,Baku community,,
ENT_634,Entity,,,,,,,RUS,Russia,634.0,North Ossetia,,
ENT_635,Entity,,,,,,,RUS,Russia,635.0,South Ossetia,,
CON_636,Country/State,,,,,,,GRC,Greece,636.0,Greece,GRC,Greece | GREECE | Greece
CON_637,Country/State,,,,,,,CZE,Czech Republic,637.0,Czechia,CZR,Czech Republic | CZECH REPUBLIC | Czech Republic
IGO_638,Intergovernmental Organization,,,,1.0,,,,,638.0,European Bank for Reconstruction and Development,EBRD,European Bank For Reconstruction And Development || EBRD | European Bank for Reconstruction & Development | European Bank for Reconstruction and Development (EBRD)
IGO_639,Intergovernmental Organization,,,,1.0,,,,,639.0,Council of Europe,COE,Council Of Europe | Council of Europe | Council of Europe
IGO_640,Intergovernmental Organization,,,1.0,,,United Nations,,,640.0,Office of the United Nations High Commissioner for Human Rights,UNHCHR,Office Of The United Nations High Commissioner For Human Rights || OHCHR || High Commissioner For Human Rights | Office of the United Nations High Commissioner for Human Rights | UNHCHR | Office Of The United Nations High Commissioner For Human Rights  |  OHCHR  |  High Commissioner For Human Rights
CON_641,Country/State,,,,,,,SYC,Seychelles,641.0,Seychelles,,Seychelles | SEYCHELLES
OTH_642,Other,,,,,1.0,,LSO,Lesotho,642.0,Interim Political Authority,,
POL_643,Political Party,,,,,,,DZA,Algeria,643.0,National Liberation Front,FLN,
POL_644,Political Party,,,,,,,DZA,Algeria,644.0,Socialist Forces Front,FFS,
POL_645,Political Party,,,,,,,DZA,Algeria,645.0,Movement for Democracy in Algeria,MDA,
POL_646,Political Party,,,,,,,DZA,Algeria,646.0,Workers Party,PT,
POL_647,Political Party,,,,,,,BDI,Burundi,647.0,Political Parties,,
ARM_648,Armed Organization,,,,,,,COG,"Congo, Republic of the",648.0,National Council of Resistance,CNR,
ARM_649,Armed Organization,,,,,,,IND,India,649.0,Bodo Liberation Tigers,BLT,Bodo Liberation Tiger Force | BLTF
ARM_650,Armed Organization,,,,,,,IND,India,650.0,National Socialist Council of Nagaland,NSCN,
ARM_651,Armed Organization,,,,,,,SLE,Sierra Leone,651.0,Civil Defence Forces,CDF,
IGO_652,Intergovernmental Organization,,,1.0,,,UN Mission,,,652.0,UNAMSIL,UNAMSIL,United Nations Mission in Sierra Leone
ARM_653,Armed Organization,,,,,,,PHL,Philippines,653.0,Revolutionary Proletarian Army-Alex Boncayao Brigade,RPA-ABB,
OTH_654,Government/state,,,,,1.0,,PHL,Philippines,654.0,GRP Peace Panel,,
POL_655,Political Party,,,,,,,SDN,Sudan,655.0,National Democratic Alliance,,
ARM_656,Armed Organization,,,,,,,SSD,South Sudan,656.0,South Sudan Defence Forces,SSDF, South Sudan Defence Forces
ARM_657,Armed Organization,,,,,,,SDN,Sudan,657.0,Sudan People's Liberation Army,SPLA,SPLA | SPLA / M Bor Group | SPLA / M Nuba Mountains Central Committee | SPLA Division | Sudan People ’s Liberation Army - North
ARM_658,Armed Organization,,,,,,,SOM,Somalia,658.0,United Western Somali Liberation Front,UWSLF,
POL_659,Political Party,,,,,,,COL,Colombia,659.0,Communist Party of Colombia (Marxist–Leninist),,
POL_661,Political Party,,,,,,,COL,Colombia,661.0,National Salvation Movement,,
POL_662,Political Party,,,,,,,COL,Colombia,662.0,Colombian Conservative Party,,
OTH_663,Other,,,,,1.0,,COL,Colombia,663.0,Hope for Peace and Freedom,,
OTH_664,Other,,,,,1.0,,COL,Colombia,664.0,Peace Facilitation Commission,,
ARM_665,Armed Organization,,,,,,,COL,Colombia,665.0,Jaime Bateman Cayón Movement,JCB Movement,
OTH_666,Other,,,,,1.0,,COL,Colombia,666.0,Facilitating and Verification Commission,,
ARM_667,Armed Organization,,,,,,,COL,Colombia,667.0,MIR-COAR,MIR-COAR,El Movimiento Independiente Revolucionario-Comandos Armados | Revolutionary Independent Movement-Armed Commands
CON_668,Country/State,,,,,,,TTO,Trinidad and Tobago,668.0,Trinidad and Tobago,TRI,Trinidad and Tobago | TRINIDAD AND TOBAGO | TRINIDAD
CON_669,Country/State,,,,,,, ,Holy See,669.0,Vatican City,PAP,Papal States | HOLY SEE (VATICAN CITY STATE) | VATICAN CITY | Vatican City | Pope | Holy See
CON_670,Country/State,,,,,,,PAN,Panama,670.0,Panama,PAN,Panama | PANAMA | PANAMA
OTH_671,Other,,,,,1.0,,LKA,Sri Lanka,671.0,Central Bank of Sri Lanka,,
IGO_672,Intergovernmental Organization,,,1.0,,,United Nations,,,672.0,UN Office on Drugs and Crimes,UNODC,UN Office Drugs Crimes ( UNODC | UN Office on Drugs and Crimes | United Nations Office on Drugs and Crime
IGO_673,Intergovernmental Organization,,,1.0,,,United Nations,,,673.0,World Food Program,WFP,World Food Program | WFP | World Food Programme | World Food Programme | WFP | World Food Program | World Food Program  |  WFP  |  World Food Programme
IGO_674,Intergovernmental Organization,,,1.0,,,United Nations,,,674.0,United Nations Population Fund,UNFPA,United Nations Population Fund | 
IGO_675,Intergovernmental Organization,,,1.0,,,United Nations,,,675.0,International Organization for Migration,IOM,International Organisation For Migration | Organización Internacional para las Migraciones | OIM|International Organization For Migration | Organisation Internationale Pour Les Migrations |  International Organization For Migration  |  Organisation Internationale Pour Les Migrations
IGO_676,Intergovernmental Organization,,,1.0,,,United Nations,,,676.0,Food and Agriculture Organization,FAO,Food And Agriculture Organisation || Organisation Des Nations Unies Pour Lâ€™Alimentation Et Lâ€™Agriculture || Food And Agriculture Organization || ONUAA || FAO |  Organisation Des Nations Unies Pour LÃ¢â‚¬â„¢Alimentation Et LÃ¢â‚¬â„¢Agriculture  |  Food And Agriculture Organization  |  ONUAA  |  FAO | Food & Ag Org
IGO_677,Intergovernmental Organization,,,1.0,,,United Nations,,,677.0,World Health Organization,WHO,WHO | World Health Organization | World Health Organisation |  World Health Organization  |  World Health Organisation | World Health Org | World Health Organization
IGO_678,Intergovernmental Organization,,,1.0,,,United Nations,,,678.0,"United Nations Educational, Scientific and Cultural Organization",UNESCO,"UNESCO | United Nations Educational, Scientific And Cultural Organization || United Nations Educational, Scientific And Cultural Organisation |  United Nations Educational, Scientific And Cultural Organization  |  United Nations Educational, Scientific And Cultural Organisation | UN Education, Scientific, & Cultural Org | United Nations Educational, Scientific, and Cultural Organization (UNESCO)"
IGO_679,Intergovernmental Organization,,,1.0,,,,,,679.0,International Fund for Agricultural Development (IFAD),IFAD,Int Fund for Agriculture & Development | International Fund for Agricultural Development (IFAD)
IGO_680,Intergovernmental Organization,,,,1.0,,,,,680.0,Asian Productivity Organization,APO,Asian Productivity Organisation | Asian Productivity Organization | Asian Productivity Organisation
IGO_681,Intergovernmental Organization,,,1.0,,,,,,681.0,Multilateral Investment Guarantee Agency (MIGA),MIGA,Multilateral Investment Guarantee Agency | Multilateral Investment Guarantee Agency (MIGA)
ENT_682,Entity,,,,,,, ,Czechoslovakia,682.0,Czechoslovakia,,
NGO_683,Civil Society,Non-governmental Organization,Other,,,1.0,,SSD,South Sudan,683.0,Civil Society,,
POL_684,Political Party,,,,,,,SSD,South Sudan,684.0,Political Parties,,
NGO_685,Civil Society,Religious,,,,1.0,,SSD,South Sudan,685.0,Religious Representatives,,
OTH_686,Other,,,,,1.0,,IDN,Indonesia,686.0,Monitoring Team of Security Modality,,
ARM_687,Armed Organization,,,,,,,BIH,Bosnia and Herzegovina,687.0,Republic of Serb Krajina,,
COA_688,State Coalition,,,1.0,,,,,,688.0,Group of Eight,G8,
POL_689,Political Party,,,,,,,DZA,Algeria,689.0,Political Parties,,
OTH_690,Other,,,,,1.0,,DZA,Algeria,690.0,National Organizations,,
NGO_691,Civil Society,Non-governmental Organization,Women,,,1.0,,DZA,Algeria,691.0,Women's Groups,,
ARM_692,Armed Organization,,,,,,,TGO,Togo,692.0,Convention of the New Forces,CFN,
POL_693,Political Party,,,,,,,TGO,Togo,693.0,Party of the pure-Action on Development,PAD,
POL_694,Political Party,,,,,,,TGO,Togo,694.0,Union for the Democracy and Solidarity,UDS,
POL_695,Political Party,,,,,,,TGO,Togo,695.0,Democratic party pure Unite,PDU,
POL_696,Political Party,,,,,,,TGO,Togo,696.0,Party for Democracy and Renewal,PDR,
POL_697,Political Party,,,,,,,TGO,Togo,697.0,Togolese Union for Democracy,UTD,
POL_698,Political Party,,,,,,,TGO,Togo,698.0,Convention African Peoples Democratic,FDC,
ARM_699,Armed Organization,,,,,,,IRL,Ireland,699.0,Irish Republican Army,IRA, Irish Republican Army
UMB_700,Umbrella,,,,,,,GBR,United Kingdom,700.0,Combined Loyalist Military Command,CLMC,
